token,community,size,mean_cosine_to_own_others,nearest_other_community,cosine_margin,cosine_silhouette,max_membership,second_community,second_membership,membership_margin,normalized_membership_entropy,hsk_levels,pinyin,dictionary_translation,dictionary_translation_source,second_component_representatives,repeat_cluster_match_fraction
示意,1,55,0.4125570012300447,129,0.055032950796953695,0.08565760451274672,0.9999999999999432,160,4.583170937720762e-14,0.9999999999998973,3.830901853129997e-13,7-9,shìyì,to hint; to indicate (an idea to sb),Translation,忽然 | 猛然 | 急忙 | 顿时 | 连忙 | 立刻 | 赶忙 | 突然 | 慌忙 | 不由得 | 随即 | 赶紧,0.75
笑,1,55,0.4117334456780767,140,0.009972546582803055,0.016669834131071273,0.9999992430488214,86,6.923830797153202e-7,0.9999985506657416,2.200300142012275e-6,1,xiào,old variant of 笑; to laugh; to smile; to laugh at,Translation,发愣 | 哆嗦 | 叹气 | 发抖 | 慌张 | 颤抖 | 一动不动 | 慌乱 | 惊慌失措 | 一声不吭 | 一言不发 | 愁眉苦脸,0.25
说道,1,55,0.4072235244135353,86,0.06591844945482689,0.10007432416561388,0.9999999999147349,86,8.470183899694941e-11,0.9999999998300331,3.898925598730594e-10,7-9,shuōdao,to state; to say (the quoted words); to discuss; reason (behind sth),Translation,发愣 | 哆嗦 | 叹气 | 发抖 | 慌张 | 颤抖 | 一动不动 | 慌乱 | 惊慌失措 | 一声不吭 | 一言不发 | 愁眉苦脸,0.5
客气,1,55,0.40185206171802385,196,0.0050004309370982325,0.00829054871452715,0.9998580116442282,17,0.00014174610620432254,0.9997162655380238,0.0002645674856561562,5,kèqi,polite; courteous; formal; modest,Translation,谦逊 | 谦虚 | 诚恳 | 善良 | 诚实 | 豁达 | 真诚 | 正直 | 坦诚 | 耿直 | 仁慈 | 勇敢,0.0
招手,1,55,0.400884380214714,86,0.06050381887762618,0.09172534241906358,0.9999999999999432,116,4.307626981439147e-14,0.9999999999999001,3.064935077481685e-13,5,zhāoshǒu,to wave; to beckon,Translation,走近 | 注视 | 打量 | 站住 | 目光 | 望见 | 走过 | 走进 | 向着 | 直视 | 眼前 | 抬头,1.0
瞪,1,55,0.39933108588855337,128,0.004269075210099116,0.007057045987287058,0.9999894333408366,128,0.00001056575543589341,0.9999788675854007,0.00002484689373406259,7-9,dèng,to open (one's eyes) wide; to stare at; to glare at,Translation,胳膊 | 脖子 | 手臂 | 鼻子 | 嘴唇 | 手掌 | 肩膀 | 舌头 | 嘴巴 | 脸颊 | 手指 | 脑袋,0.5
打招呼,1,55,0.39891804736600733,3,0.04105458743147683,0.06393435799073369,0.9999999999102585,88,8.819705966047831e-11,0.9999999998220614,4.10271519967181e-10,7-9,dǎ zhāohu,to greet sb by word or action; to give prior notice,Translation,相识 | 相处 | 知己 | 亲密 | 朝夕相处 | 亲热 | 萍水相逢 | 情人 | 相遇 | 交情 | 约会 | 交朋友,0.25
说话,1,55,0.3974431973436463,140,-0.008780640695947417,-0.014572303652100887,0.999999841124277,100,1.5887540987052128e-7,0.9999996822488671,4.994231298295414e-7,1,shuōhuà,to speak; to say; to talk; to gossip; to tell stories; talk; word,Translation,撒谎 | 胡闹 | 逞能 | 闹着玩儿 | 吹牛 | 出洋相 | 说闲话 | 耍赖 | 丢人 | 说谎 | 出丑 | 随大溜,0.0
反问,1,55,0.39439666992983746,164,0.03768240247455612,0.05857801684096357,0.9999913345851751,164,8.078065912929372e-6,0.9999832565192621,0.000021244216966549777,6,fǎnwèn,to ask (a question) in reply; to answer a question with a question; rhetorical question,Translation,嘲笑 | 讥笑 | 责怪 | 嫉妒 | 取笑 | 妒忌 | 瞧不起 | 鄙视 | 责备 | 嫌弃 | 埋怨 | 耻笑,0.0
听见,1,55,0.39118708967868665,40,-0.027499979144850473,-0.04516983572233513,0.9999389381847957,40,0.00006105967033360029,0.9998778785144621,0.0001233608738948789,1,tīngjiàn,to hear,Translation,看见 | 碰见 | 见到 | 遇见 | 碰到 | 看到 | 想起 | 想到 | 碰上 | 遇到 | 遇上 | 听到,0.0
愣,1,55,0.38801182364627607,86,-0.020896196001500167,-0.03414477077972556,0.9999960797105806,160,3.89847814411689e-6,0.9999921812324365,9.982295272291054e-6,7-9,lèng,to look distracted; to stare blankly; distracted; blank; (coll.) unexpectedly; rash; rashly,Translation,忽然 | 猛然 | 急忙 | 顿时 | 连忙 | 立刻 | 赶忙 | 突然 | 慌忙 | 不由得 | 随即 | 赶紧,0.25
请坐,1,55,0.38782572860954495,179,0.04406602079327987,0.06714921549032571,0.9999999988380637,179,7.332424646310744e-10,0.9999999981048212,4.878146578051755e-9,1,qǐng zuò,"please, have a seat",Translation,嘛 | 啊 | 呀 | 哎 | 哎呀 | 哈哈 | 吧 | 不行 | 挺好 | 没事儿 | 哼 | 哇,0.0
转身,1,55,0.38563705707087453,160,0.023062519471005016,0.03618073144453084,0.9999997128959123,165,2.8693412892348935e-7,0.9999994259617834,8.707382592165846e-7,4,zhuǎnshēn,(of a person) to turn round; to face about; (of a widow) to remarry (archaic),Translation,回去 | 回来 | 过来 | 完了 | 进去 | 一会儿 | 好久 | 待会儿 | 上去 | 快点儿 | 空儿 | 出来,0.5
会意,1,55,0.38518404802474193,198,0.04685764585545832,0.07081685896049082,0.9999999999986784,86,1.3179472021278616e-12,0.9999999999973604,7.059005132051531e-12,7-9,huìyì,"combined ideogram (one of the Six Methods 六书 of forming Chinese characters); Chinese character that combines the meanings of existing elements; also known as joint ideogram or associative compound; to comprehend without being told explicitly; to cotton on; knowing (smile, glance etc)",Translation,发愣 | 哆嗦 | 叹气 | 发抖 | 慌张 | 颤抖 | 一动不动 | 慌乱 | 惊慌失措 | 一声不吭 | 一言不发 | 愁眉苦脸,0.75
一眼,1,55,0.38412943893135787,86,0.03067314203738336,0.04744171490655339,0.9999967483971233,116,3.2509264227742427e-6,0.9999934974707005,8.369934322540193e-6,7-9,yīyǎn,a glance; a quick look; a glimpse,Translation,走近 | 注视 | 打量 | 站住 | 目光 | 望见 | 走过 | 走进 | 向着 | 直视 | 眼前 | 抬头,0.75
伸手,1,55,0.38351675805541596,128,-0.004068478858272717,-0.006599496274123361,0.9999997525236091,128,2.436625113540259e-7,0.9999995088610977,7.613583793956002e-7,7-9,shēnshǒu,to reach out with one's hand; to hold out a hand; (fig.) to beg; to get involved; to meddle,Translation,胳膊 | 脖子 | 手臂 | 鼻子 | 嘴唇 | 手掌 | 肩膀 | 舌头 | 嘴巴 | 脸颊 | 手指 | 脑袋,0.75
一旁,1,55,0.38150119756994855,107,-0.04376346183145563,-0.07075755306156009,0.9999985378533753,107,1.461700093784977e-6,0.9999970761532816,3.984487168177487e-6,7-9,yīpáng,aside; to the side of,Translation,旁边 | 后边 | 前边 | 外边 | 那边 | 里边 | 前面 | 那儿 | 下边 | 后面 | 上边 | 左边,0.75
指着,1,55,0.38036652157107204,86,0.05138721375091876,0.07658066934416687,0.9999999997077822,160,2.8686248496934224e-10,0.9999999994209197,1.2712190053174778e-9,6,zhǐzhe,Poke,Translation,忽然 | 猛然 | 急忙 | 顿时 | 连忙 | 立刻 | 赶忙 | 突然 | 慌忙 | 不由得 | 随即 | 赶紧,0.25
递给,1,55,0.38017484393486506,160,0.06431638083340968,0.09401034342247165,0.9999999999998437,56,1.5771161157832318e-13,0.9999999999996859,9.081919773038506e-13,5,dì gěi,to hand it (i.e. the aforementioned item) to (sb),Translation,询问 | 答复 | 打电话 | 转告 | 请教 | 问 | 回答 | 回信 | 解答 | 转达 | 提问 | 拨通,0.5
喊,1,55,0.3751619305998557,42,0.028091110164355226,0.04302321146543322,0.9999997891970134,42,2.1080220270141295e-7,0.9999995783948107,6.514048384142955e-7,2,hǎn,to yell; to shout; to call out for (a person),Translation,踹 | 拧 | 拽 | 磕 | 蹦 | 摔 | 搓 | 揍 | 捅 | 砸 | 捏 | 捶,0.25
跟前,1,55,0.3749053304142352,107,-0.047578375825928054,-0.07611387225147367,0.9999671997814387,107,0.00003278375345783267,0.9999344160279808,0.00007013756853093222,5,gēnqián,"the front (of); (in) front; (in) sb's presence; just before (a date); (of children, parents etc) at one's side; living with one",Translation,旁边 | 后边 | 前边 | 外边 | 那边 | 里边 | 前面 | 那儿 | 下边 | 后面 | 上边 | 左边,0.25
开口,1,55,0.3691040620015936,140,0.05456312172492417,0.07960084698121474,0.9999999999943441,179,5.40238368183666e-12,0.9999999999889417,2.8898779757256484e-11,7-9,kāikǒu,to open one's mouth; to start to talk,Translation,嘛 | 啊 | 呀 | 哎 | 哎呀 | 哈哈 | 吧 | 不行 | 挺好 | 没事儿 | 哼 | 哇,0.75
推辞,1,55,0.36882427232321174,164,0.025335336419377075,0.03859087501328999,0.9999999904004113,81,6.870611223409482e-9,0.9999999835298001,3.6345009241840584e-8,7-9,tuīcí,"to decline (an appointment, invitation etc)",Translation,帮忙 | 恳求 | 安慰 | 哀求 | 照顾 | 收留 | 救 | 劝 | 好心 | 嘱咐 | 恩人 | 求助,0.0
停下,1,55,0.367009940120269,86,0.020695710015117275,0.03166002836262809,0.9999999919318157,91,6.19201278876111e-9,0.9999999857398029,3.0771497621488635e-8,4,tíngxia,to stop,Translation,退回 | 收回 | 撤 | 归还 | 作废 | 撤离 | 后退 | 退 | 销毁 | 掉 | 投降 | 没收,0.25
鞠躬,1,55,0.3639094274647288,193,0.0026131120015458476,0.004091274349608302,0.9999428557124173,193,0.00005714428758024339,0.9998857114248371,0.0001161573318954572,7-9,jūgōng,to bow; (literary) to bend down,Translation,悼念 | 祭奠 | 庆贺 | 庆祝 | 送别 | 庆典 | 纪念 | 联欢 | 葬礼 | 典礼 | 缅怀 | 送行,0.25
听,1,55,0.3616535521791046,9,-0.0018276285655520752,-0.002863066868768515,0.9999999956680199,179,4.307562988073521e-9,0.9999999913604569,1.65940639225843e-8,1,tīng,"smile (archaic); to listen to; to hear; to heed; to obey; a can (loanword from English ""tin""); classifier for canned beverages; to let be; to allow (Taiwan pr. [tìng]); (literary) to administer; to deal with (Taiwan pr. [tìng])",Translation,嘛 | 啊 | 呀 | 哎 | 哎呀 | 哈哈 | 吧 | 不行 | 挺好 | 没事儿 | 哼 | 哇,0.0
脱口而出,1,55,0.3591078671691204,9,0.01583007603112302,0.024104675945943753,0.9999999999990195,179,9.465954570536391e-13,0.9999999999980729,5.37233626777092e-12,7-9,tuōkǒu'érchū,to blurt out; to let slip (an indiscreet remark),Translation,嘛 | 啊 | 呀 | 哎 | 哎呀 | 哈哈 | 吧 | 不行 | 挺好 | 没事儿 | 哼 | 哇,0.5
七嘴八舌,1,55,0.3575312228625914,86,0.012990014006603212,0.01981820090311231,0.9999999990809698,94,9.172192546682061e-10,0.9999999981637505,3.7852541116128726e-9,7-9,qīzuǐ-bāshé,lively discussion with everybody talking at once,Translation,聊天儿 | 玩耍 | 嬉笑 | 打牌 | 打盹儿 | 侃大山 | 散步 | 跳舞 | 溜达 | 串门 | 晒太阳 | 抽烟,0.5
敲门,1,55,0.3558466283683189,106,0.011110502484486584,0.01695576839097468,0.9999996331766956,191,3.589503390429039e-7,0.9999992742263566,1.1023472374648868e-6,5,qiāo mén,to knock on a door,Translation,电铃 | 响声 | 门铃 | 响 | 响起 | 喇叭 | 开关 | 铃声 | 关上 | 音量 | 声 | 关掉,0.5
当着,1,55,0.35531424004558576,164,0.03420762788508336,0.05038733400239073,0.9999999980943528,55,1.018331393020885e-9,0.9999999970760214,7.830300496659383e-9,7-9,dāngzhe,in front of; in the presence of,Translation,偷偷 | 执意 | 不肯 | 情愿 | 不惜 | 故意 | 愿意 | 宁愿 | 竭力 | 公然 | 拼命 | 趁机,0.25
上楼,1,55,0.35439217010625274,106,-0.02145036339141615,-0.03322506698059488,0.9994382135359566,165,0.0005604471154948313,0.9988777664204618,0.0009014576490454361,4,shàng lóu,to go upstairs,Translation,回去 | 回来 | 过来 | 完了 | 进去 | 一会儿 | 好久 | 待会儿 | 上去 | 快点儿 | 空儿 | 出来,0.75
举手,1,55,0.3543273984837518,128,0.04424063109999776,0.06412492036459615,0.9999999999999858,174,1.179190563224954e-14,0.999999999999974,7.65511076884012e-14,2,jǔshǒu,to raise a hand; to put up one's hand (as signal),Translation,留 | 取 | 寄 | 抄 | 补 | 验 | 换 | 订 | 寻 | 填 | 改 | 选,1.0
过头,1,55,0.351411878441585,86,0.011295727413509982,0.01711775099679778,0.9999773749441362,116,0.00002261078160571633,0.9999547641625305,0.00004997093006260183,7-9,guòtóu,to overdo it; to overstep the limit; excessively; above one's head; overhead,Translation,走近 | 注视 | 打量 | 站住 | 目光 | 望见 | 走过 | 走进 | 向着 | 直视 | 眼前 | 抬头,0.75
打断,1,55,0.3486602793367934,22,0.04571405306378473,0.06558181705173458,1.0,164,1.2793833397968473e-17,1.0,1.0154758752694334e-16,6,dǎduàn,to interrupt; to break off; to break (a bone),Translation,嘲笑 | 讥笑 | 责怪 | 嫉妒 | 取笑 | 妒忌 | 瞧不起 | 鄙视 | 责备 | 嫌弃 | 埋怨 | 耻笑,0.25
异口同声,1,55,0.3454683127628674,198,0.02128120746601908,0.03148979197173608,0.9999999999946709,86,5.0734206005642765e-12,0.9999999999895975,2.737957382015611e-11,7-9,yìkǒu-tóngshēng,"different mouths, same voice; to speak in unison (idiom)",Translation,发愣 | 哆嗦 | 叹气 | 发抖 | 慌张 | 颤抖 | 一动不动 | 慌乱 | 惊慌失措 | 一声不吭 | 一言不发 | 愁眉苦脸,0.25
道,1,55,0.34467076332395263,86,0.06677614541839716,0.09247423862804484,0.9999999999917577,185,8.226584956598011e-12,0.9999999999835312,4.132156845333785e-11,2,dào,"road; path; principle; truth; morality; reason; skill; method; Dao (of Daoism); to say; to speak; to talk; classifier for long thin things (rivers, cracks etc), barriers (walls, doors etc), questions (in an exam etc), commands, courses in a meal, steps in a process; (old) circuit (administrative division)",Translation,车辆 | 货车 | 火车 | 行驶 | 列车 | 公交车 | 电车 | 公共汽车 | 慢车 | 警车 | 车道 | 出租车,0.75
发火,1,55,0.34094719729891876,86,0.00025948538292108747,0.0003935697659680608,0.9999991456953933,100,8.542931562776513e-7,0.999998291402237,2.4142805042427206e-6,7-9,fāhuǒ,to catch fire; to ignite; to detonate; to get angry,Translation,撒谎 | 胡闹 | 逞能 | 闹着玩儿 | 吹牛 | 出洋相 | 说闲话 | 耍赖 | 丢人 | 说谎 | 出丑 | 随大溜,0.0
众人,1,55,0.33045433642956323,86,0.0007948911872909248,0.0011858020250292208,0.9999999999412523,125,2.2585489684147413e-11,0.9999999999186668,2.887222278956135e-10,7-9,zhòngrén,everyone,Translation,那时候 | 他 | 那时 | 那会儿 | 刚才 | 当时 | 以前 | 他们 | 平时 | 后来 | 偶尔 | 好多,0.5
让座,1,55,0.3030232708004122,94,0.01066801820505242,0.015075386688276028,0.9999999999999716,79,2.0889745735703524e-14,0.9999999999999507,1.370900040751674e-13,6,ràngzuò,to give up one's seat for sb,Translation,车票 | 机票 | 旅客 | 乘车 | 退票 | 登机 | 航班 | 签证 | 行李 | 卧铺 | 乘坐 | 护照,0.25
在场,1,55,0.3029075690103947,167,0.011173414419674454,0.015775735187707328,0.9999999393702855,160,4.269482925275688e-8,0.9999998966754563,2.0856121389205954e-7,5,zàichǎng,to be present; to be on the scene,Translation,忽然 | 猛然 | 急忙 | 顿时 | 连忙 | 立刻 | 赶忙 | 突然 | 慌忙 | 不由得 | 随即 | 赶紧,0.5
见外,1,55,0.2934687881515798,196,-0.011428842195369937,-0.016175990534756213,0.9999999953788858,179,4.614735061747561e-9,0.9999999907641508,1.762199779514904e-8,7-9,jiànwài,to treat sb with the formal courtesy accorded to a host or a guest,Translation,嘛 | 啊 | 呀 | 哎 | 哎呀 | 哈哈 | 吧 | 不行 | 挺好 | 没事儿 | 哼 | 哇,0.0
请进,1,55,0.2776123402414822,56,0.024626480496204917,0.032966551995665894,0.9999999830714615,165,1.6699765711759614e-8,0.9999999663716959,6.062981615216488e-8,1,qǐng jìn,"""please come in""",Translation,回去 | 回来 | 过来 | 完了 | 进去 | 一会儿 | 好久 | 待会儿 | 上去 | 快点儿 | 空儿 | 出来,0.25
收据,2,52,0.41919111901534745,153,0.11090070931429863,0.16032842520857382,0.999999999999929,162,4.618651848666297e-14,0.9999999999998828,4.458918394627013e-13,7-9,shōujù,receipt,Translation,审查 | 裁定 | 申请 | 裁决 | 受理 | 判决 | 审核 | 驳回 | 审批 | 公示 | 起诉 | 登记,0.5
便条,2,52,0.41094634010519515,118,0.10573933435516258,0.15218825640190678,0.9999999999990905,183,9.098084053082826e-13,0.9999999999981807,4.932605740235856e-12,5,biàntiáo,(informal) note,Translation,网站 | 下载 | 主页 | 网页 | 网址 | 博客 | 微信 | 电子邮件 | 邮件 | 短信 | 登录 | 微博,0.75
信封,2,52,0.40242349258627375,157,0.03742031624237585,0.058929926652108305,0.9999999993107878,157,5.980547814416283e-10,0.9999999987127329,2.9262410476592095e-9,3,xìnfēng,envelope,Translation,衬衣 | 衬衫 | 大衣 | 外套 | 裤子 | 毛衣 | 上衣 | 裙子 | 袜子 | 短裤 | 衣服 | 围巾,0.5
证件,2,52,0.39693300855790203,79,0.05839640748852948,0.08828365648490544,0.9998638714996086,79,0.00013612840763278002,0.9997277430919759,0.00025440614113537703,3,zhèngjiàn,certificate; papers; credentials; document; ID,Translation,车票 | 机票 | 旅客 | 乘车 | 退票 | 登机 | 航班 | 签证 | 行李 | 卧铺 | 乘坐 | 护照,0.5
支票,2,52,0.3951254759486118,153,0.08308217566748327,0.12076657688112384,0.9999998407454298,6,1.5863570002039056e-7,0.9999996821097298,5.013431271884679e-7,7-9,zhīpiào,check (bank); cheque,Translation,预订 | 抽奖 | 折扣 | 优惠 | 打折 | 特价 | 话费 | 促销 | 奖品 | 门票 | 预约 | 付款,0.5
卡片,2,52,0.39276175346456854,127,0.08953493801033985,0.12849940266961904,0.9999892876334059,0,5.644166027398533e-6,0.9999836434673784,0.00002655859673478682,7-9,kǎpiàn,card,Translation,电脑 | 显示器 | 硬盘 | 打印机 | 屏幕 | 录音机 | 摄像机 | 音响 | 鼠标 | 相机 | 手机 | 磁盘,0.5
身份证,2,52,0.3890718554817181,79,0.07648726103394221,0.11126788898846018,0.9999998054429728,79,1.9454015217318003e-7,0.9999996109028206,6.041803448348139e-7,3,shēnfènzhèng,identity card; ID,Translation,车票 | 机票 | 旅客 | 乘车 | 退票 | 登机 | 航班 | 签证 | 行李 | 卧铺 | 乘坐 | 护照,0.5
信件,2,52,0.38455786816989734,3,0.08544426470262995,0.1219088644398301,0.9999999992536459,183,7.463434605125341e-10,0.9999999985073025,3.101297417719456e-9,7-9,xìnjiàn,letter (sent by mail),Translation,网站 | 下载 | 主页 | 网页 | 网址 | 博客 | 微信 | 电子邮件 | 邮件 | 短信 | 登录 | 微博,0.75
请柬,2,52,0.3806144881362751,133,0.041158616254877656,0.062310168999772805,0.9999999999981384,133,1.7846041653822966e-12,0.9999999999963538,9.933596108851907e-12,7-9,qǐngjiǎn,invitation card; written invitation,Translation,元宵节 | 节日 | 过年 | 佳节 | 春节 | 中秋节 | 新年 | 除夕 | 圣诞节 | 过节 | 元旦 | 喜庆,0.5
存折,2,52,0.38033635755065914,127,0.07341597268633188,0.10592718510695252,0.9999999945327858,127,5.459381450989893e-9,0.9999999890734043,2.067495317318854e-8,7-9,cúnzhé,passbook; bankbook,Translation,袋 | 筐 | 包 | 盒 | 兜儿 | 捆 | 箱 | 盒子 | 口袋 | 瓶 | 钱包 | 块,0.5
欠条,2,52,0.37951941561659386,153,0.08430632351511747,0.1196195936251075,1.0,162,4.564440543875191e-16,0.9999999999999996,3.5856459769037944e-15,7-9,qiàntiáo,IOU; certificate of indebtedness,Translation,审查 | 裁定 | 申请 | 裁决 | 受理 | 判决 | 审核 | 驳回 | 审批 | 公示 | 起诉 | 登记,0.5
表格,2,52,0.3793001292765546,118,0.08718463369157148,0.12316222935776677,0.9998851235124833,183,0.00011487575333154856,0.9997702477591517,0.00021837104584372237,3,biǎogé,form; table,Translation,网站 | 下载 | 主页 | 网页 | 网址 | 博客 | 微信 | 电子邮件 | 邮件 | 短信 | 登录 | 微博,0.25
